id,name,meta_description,headline_description,tags,short_description
9cf5ef8f-9f98-4855-9b10-7bc9f1cd8151,VINTAGE COMIC BOOK COVERS - WALL COLLAGE POSTERS,"Buy our Vintage Comic Book Covers Wall Collage Posters—premium Marvel & DC retro art in A3, A4, and A5 with 300GSM matte artcard and special laminate. The ultimate collector’s statement for your space.",Marvel and DC fans assemble! Uncovering the vintage comic books poster set.,Aesthetic,Retro comic book wall print set Vintage comic cover collage – A5/A4/A3 Marvel/DC vintage cover decor Pop-culture comic room posters
9887b0db-c124-4ac6-be0b-3097fd6c7fbc,Onigod Smelling Salt | for intermediate lifters,Buy Onigod Smelling Salt by Chamber of Gods – Designed for intermediate lifters. Boost focus and performance during intense powerlifting and strength training sessions.,"Ever felt your soul leave your body before a PR? Good. ONIGOD is designed to do just that. A brutal hit of ammonia power, engineered for intermediate lifters who need an instant jolt of focus, fury, and fight.",Indian Supplement Brand|Muscle Building,Onigod smelling salt Powerlifting Strength performance booster Training energy stimulant Performance awakening Focus-enhancing ammonia Pre-lift arousal inhalant
fdf8f2c8-7cd3-4b3c-a593-18e1fd8f937b,Korea's Cheesy Gochujang Gourmet Dip With Baked Lavash Chips,"Experience Korea in every bite with our creamy Gochujang Cheese Dip paired with crunchy Lavash chips. A perfect balance of spicy, sweet & savory - 50% fewer calories, 75% less sodium, 100% flavor. Exclusive on Taostd.","Indulge without worry - 50% fewer calories, 75% less sodium, and 100% delicious.",International Flavors,Korea’s Cheesy Gochujang dip  lavash chips combo Ready-to-eat dip set
89cbd3f1-b186-4ad1-acb3-251c3c09b8d0,DIY Barbecue Kit With Grill,"Buy DIY Barbecue Kit with one-time grill, sauces, marinades & recipe guide. Host the perfect BBQ for 4-6 people. Just add your choice of meat & veggies!",Gather your friends and family for a sensational barbecue experience with our Barbecue Chef's Kit!,Shark Tank India|DIY Kit,DIY Barbecue kit Vegetarian barbecue Portable grill Barbecue chef's Home grilling experience Outdoor cooking Easy barbecue setup Ready-to-use grill All-in-one barbecue solution Instant barbecue kit
908d11cb-96b8-45c5-b05b-e2ca77e65503,Baobab Fruit Powder,"Buy Baobab Powder – nature’s multivitamin with 50% fiber, rich in Vitamin C, B3, B6, antioxidants, and minerals. Supports gut health, radiant skin, and immunity. Sustainably sourced for community impact.","Baobab fruit powder comes from the fruit of the baobab tree, which has been revered throughout Africa as “the Tree of Life” for centuries.",Gut Friendly|Immunity Booster|Ayurveda,Baobab fruit powder pure & natural 100% raw blueberries goji berries pomegranates
1049fdab-9938-4f4b-834c-9a505802b3fe,Bhutan's Ema Datshi Gourmet Dip With Baked Lavash Chips (Combo),"Buy Ema Datshi and taste the Himalayas in every bite. A fiery blend of green chilies & Bhutanese cheese, paired with crispy Lavash chips. Ready to serve, bold, and perfect for spice lovers only on Toastd.","Indulge without worry—50% fewer calories, 75% less sodium, and 100% delicious.",International Flavors,Lavash Chips combo Bhutanese Ema Datshi dip set Spicy dip with crispy thin crackers Ready-to-eat gourmet snack
96bc220d-8a04-411e-aaca-50ae01027c21,Vegan Leather Card Holder,"Simplify your everyday carry with Green Hermitage Plant-Based Leather Card Holder—sustainably crafted from seed to finish. Slim, sleek & eco-conscious, it fits effortlessly into pockets or bags for stylish, clutter-free organization.","Crafted from sustainable plant leather, this ultra-slim holder keeps your essentials stylishly in check.",Vegan Leather|Women Owned,Iris Green Cactus leather cork card wallet Slim plant-based card holder professional casual use
abeb352e-3fa7-40f5-9f81-341179b1ed0b,Metal Lightsaber Lighter,"Buy the Metal Lightsaber Lighter – a steel torch designed like a lightsaber for collectors & fans. Portable, durable, and striking in style. Great for gifting, cosplay, or sparking up with flair.",Metal Lightsaber Lighter is made of steel and weighs around 200 grams. Feels like you're holding a weapon.,Portable,Metal Lightsaber Windproof Torch Rechargeable Butane Adjustable Flame Star Wars-Inspired LED Flame Portable Refillable Gas Compact Torch Multifunctional Outdoor Torch Camping Lighter
e42f0f54-c038-4f6f-857e-829096a2c64e,OUD FATALE: EAU DE PARFUM,"Buy Oud Fatale Eau De Parfum for women – a bold, magnetic fragrance that lasts up to 8 hours. Zesty citrus, floral heart, and smoky oud blend to awaken your inner goddess.","Designed for women who are unapologetically bold, ready to embrace their inner femme fatale energy. Indulge in the scent of the enchantress, That makes your aura unforgettable.",Premium Ingredients |Women Owned,"Eau de Parfum Ichor perfume Oud Fatale for her Bold femme fatale fragrance Bergamot and orange blossom top notes Floral heart of jasmine, rose, and vanilla Base of oud, musk, and ambergris"
b69029d9-c832-4d2d-b634-8ac943bd4d52,Citrus Salt Electrolytes- Pack of 10,"Recharge with Citrus Salt Electrolyte Mix—zero sugar, packed with sodium, potassium & magnesium. A zesty, refreshing drink to replenish electrolytes after workouts or busy days. Stay energized!","Ideal for athletes, fitness lovers, and anyone in need of a quick, refreshing hydration solution.",Hyderation|No Sugar,"Citrus-flavored hydration sticks Zero-sugar electrolyte powder Rapid hydration mix for athletes Electrolytes in motion sodium, potassium, magnesium Sugar-free workout recovery drink calorie low-carb hydration blend"
94ef9d89-2ef7-408d-b32d-d8e0bbfada14,Demigrip Liquid Gym Chalk | 100+ uses,"Buy Chamber of Gods Demigrip Liquid Chalk – Sweat-proof, instant-dry formula with 100+ uses. No mess, long-lasting grip, and skin-friendly. Perfect for powerlifters & climbers.","Imagine walking into the gym and gripping the bar like it owes you money - that’s Demi Grip energy. This isn’t your average chalk; it’s a liquid powerhouse made for sweaty palms, brutal lifts, and zero-slip sessions.",Indian Supplement Brand|Muscle Building,Demigrip liquid gym Liquid chalk for lifting climbing liquid grip Mess-free sports Long-lasting grip solution Fast-drying alcohol-based Superior friction for sweaty hands Clean skin-safe chalk
017d0fe0-11f2-41dd-9b35-4f179fc754de,Travis Design Shoe Rug,"Buy the Travis Design Shoe Rug inspired by Nike x Travis Scott. Made from 100% New Zealand wool with 4000 GSM, hand-tufted cut-pile style, ultra-soft, pet and child friendly – perfect for sneakerheads and stylish interiors.",Turn your space into a hype haven with this Travis Scott-inspired sneaker rug.,Aesthetic|Pet Friendly|Rugs,Nike x Travis Air Jordan Travis Scott shoe-shaped Sneakerhead statement rug Hand-tufted rug—high detail sneaker design Plush wool or high-pile synthetic texture 100% New Zealand wool
138e0c98-697e-4d0d-8291-8b7d82bd82cf,Blonde Receipt Washable Printed Custom Rug,"Buy Blonde Receipt Rug – Premium washable rug printed with Frank Ocean’s Blonde tracklist. Made from 100% New Zealand Wool, 4000 GSM, hand-tufted with cut & loop pile. Soft, durable, and child-friendly decor statement.","A soft, washable rug that looks like your favorite album receipt - perfect for music lovers and aesthetic spaces.",Aesthetic|Pet Friendly|Rugs|Child Friendly,Blonde Receipt Printed Receipt Print Blonde Inspired Printed Area Machine Washable Anti-Skid Flat Weave Soft Touch Pet-Friendly Kids-Friendly Modern Printed Stylish Floor Decorative Contemporary Trendy Unique Design  Home Decor Living Room Bedroom Rug
b901785a-c244-4073-8c6d-2b00509004be,To Do List Cards,"Streamline your workflow with DailyDock – a minimalist teak card holder paired with 60 premium task cards. Boost focus, ditch digital clutter & prioritize what matters. Perfect for daily productivity on Toastd.","With a handcrafted teak dock and 60 premium daily cards, it turns your desk into a mission control for getting things done.",Smash Your Goals,Daily Dock productivity system Teak desktop task organizer Powder-coated steel divider neodymium magnets
e1453663-0379-48ad-aeb7-d33078ab4526,Spider Man Mask,"Buy the Spider-Man 3D Printed Mask – inspired by modern designs, with magnetic attachments & a universal fit. Perfect for cosplay, Halloween, or as a bold collectible display for your space.",This is a 3d printed spider man mask inspired by modern design and this mask is detachable and attachable through magnets.,3-D Printed,Spider Man Mask 3D print Modern design cosplay Detachable eye panel  Lightweight universal-fit mask
e204a1ca-6dac-4b02-9dc3-dbea696632f3,POCKET CLUSTER LAPTOP TOTE - Grey,"Buy Pocket Cluster Laptop Tote in Grey – Featuring multiple pockets, laptop & bottle compartments, and luggage sleeve. Made with 65% upcycled materials for conscious, functional travel.","Featuring multiple pockets for both fashion and function, the Pocket Cluster Tote keeps your essentials within reach - whether at work or on the move.",Recycled Materials,Upcycled laptop Pocket Cluster sustainable tote bag Built-in bottle holder pocket premium cotton lined Eco-conscious zero-waste design
3b4f0d17-cdbb-4f96-b801-5c6de4047344,Body Serum Candle Morganite,"Feel like royalty with the Morganite Body Serum Candle. Infused with exotic fruits and a skin-loving serum, it creates a soft, warm glow and indulgent ambiance for the ultimate self-care ritual.

","Infused with exotic fruits and a skin-loving serum, it creates a soft, warm glow and indulgent ambiance for the ultimate self-care ritual. This candle acts as a body butter and can be applied on your skin",Body Scent Candles|Vegan,body serum candle Candle melts into nourishing serum Warm oil treatment Aroma-therapy skincare Floral bouquet
37b32073-5992-4feb-81a6-71dc77745ace,One Good Object - Stacko,"Transform your space with Stacko, the modular 3D-printed lamp you can reconfigure anytime. Create sculptural or symmetrical looks with stackable textured rings. Shop Stacko for modern, ambient lighting that adapts to your style.","When lit, it emits a warm, ambient glow that adds a calming presence to any space while showcasing its unique layered profile.",3-D Printed|100% biodegradable,modular Stacko 3D-printed Stackable rings design lamp Build-your-own lamp silhouette Reconfigurable ambient lamp
e05eea3f-ec49-4097-a6d2-86e5d81416ac,SLAPJACK Nacho Cow Chicken Cheese Cake Card Game,"Buy SLAPJACK – the chaotic, laugh-out-loud card game for all ages! Easy to learn, portable, and the ultimate party starter - perfect for family nights, road trips, and after-parties.","Play Anytime, Anywhere – A convenient, portable game you can take with you wherever you go",Fun games,Nacho Cow Chicken Cheese Cake slapjack food-themed fast-action Fast-paced reflex card Quick slap-and-match family 10–15 minute party card game
79049e64-7909-4466-837c-a1f698a56158,Body Serum Candle Ruby,"Let the Ruby Body Serum Candle melt into a silky blend of 7 botanical oils and shea butter. Enriched with floral notes, it soothes your senses while deeply nourishing and reviving your skin’s glow.

","Lavished with abundance of 7 Premium Botanical oils, and the goodness of Shea butter, this opulent serum revives your skin's luminosity and makes it soft and deeply nourished.",Body Scent Candles|Vegan,"Body oil Warm massage candle Self-care 7 botanical oils MCT, camellia, babassu, jojoba, shea, sunflower, olive, argan Shea butter-rich nourishing Fast-absorbing skin serum Non-comedogenic blanketing"
9b1a069f-48af-4561-87bf-bc1ed2d3c298,Nora Vegan Leather Embroidered Sling Bag - Almond,"Shop the Nora Vegan Leather Sling Bag in Almond – featuring vibrant tribal embroidery, cruelty-free leather, and metallic accents. A sustainable style essential for conscious fashion lovers.",Discover the perfect blend of tradition and modernity with the Green Hermitage Nora Vegan Leather Sling Bag.,Vegan Leather,Vegan Leather Almond embroidered Nora sling bag banana leather Boho-chic embroidered Tribal
9441ff98-4597-470c-b62a-302343e39c93,Lavender Hair Mask for Deep Nourishment & Hair Growth,"Revive dry, damaged hair with Kridha Lavender Hair Mask. Enriched with lavender oil, argan oil & keratin to reduce frizz, boost growth & restore shine. A relaxing, nourishing treatment for all hair types.","Specially formulated to repair damage, reduce frizz, and promote healthy hair growth, this hydrating mask restores moisture to dry, brittle, and chemically treated hair.",Skincare|Hyderation|Ayurveda,Lavender Deep Conditioning Hydrating Treatment Frizz Control Keratin Argan Oil Hair Moisturizing Repairing Growth All Hair Types Chemical-Free Sulfate-Free Paraben-Free Vegan Mask
04aec5a3-8be6-4389-b82a-eaefffb94325,Goodyear Welted Olive Suede Captoe Boot,"Buy the Goodyear Welted Olive Suede Captoe Boot for a blend of classic craftsmanship and modern style. Featuring premium suede, a comfortable fit, and durable construction, it's the perfect addition to your wardrobe.","The Goodyear welted olive suede captoe boot combines timeless craftsmanship with modern durability. With its almond toe shape, it offers a balance of sophistication and strength, giving the boot a refined yet sturdy appearance.",Leather|Handmade,Goodyear welted boot Olive suede Handmade captoe boot Argentinian leather storm Full 360° Goodyear welted sole High-abrasion nitrile rubber sole Drum-dyed leather lining
3cbe19c5-a550-4bb0-90c6-c61a29c4e163,CARGO WANDERER BACKPACK - Pink Hue,"Buy Cargo Wanderer Backpack in Pink Hue – Made with 65% upcycled materials. Features padded laptop sleeve, trolley strap & multiple pockets. Ideal for eco-conscious everyday adventures.","Say hello to the Cargo Wanderer Backpack - stitched from discarded textiles, made for everyday adventures. Whether you’re hopping cities or just your neighbourhood café, it’s got your back (literally).",Recycled Materials,Cargo Wanderer 244.12 Backpack Pink Hues Cargo Wanderer upcycled Sustainable everyday Padded laptop sleeve
56fd6f84-708e-484f-9bb1-0aa0bed0516e,Aquatein PRO Protein Water - 21g of Pure Protein,"Shop Aquatein PRO Protein Water with 21g pure protein per bottle. Better than protein powders—refreshing, ready-to-drink, and perfect for workouts. Available in Orange, Strawberry, Berry, Mango & Green Apple.",Aquatein Pro 21g is the protein water revolution you need for your everyday and workout needs.,Hyderation|High Protein|Indian Supplement Brand,Ready-to-Drink Protein High-Protein Hydration Beverage Whey-protein Water 21g per Bottle Athletes Post-Workout Low-Calorie Sugar-Free Hydrating Protein Supplement Protein Water for Muscle Recovery
301e1638-e883-46d1-ac36-aa679d6d0583,Shinchan Sleepy Rugs,"Buy Shinchan Sleepy Rug – Crafted from 100% New Zealand Wool with 4000 GSM density. This hand-tufted rug blends cut & loop pile styles for plush comfort. Super soft, child-safe, and perfect for playful spaces.",Made from soft New Zealand wool - bring home comfort with a playful cartoon twist.,Aesthetic|Pet Friendly|Rugs|Child Friendly,Chinchan Sleepy Rug Shinchan character Cute Hand-tufted New Zealand wool plush rug pet kid friendly
0d036619-1989-4657-8507-a2541eefa37f,DIY Handmade Paper Kit,"Create unique, eco-friendly paper at home with our DIY Handmade Paper Kit. Reuse old paper, add petals or threads, and make custom sheets for cards, art, and gifts. Includes all materials & tutorial.
","This kit has everything you need to turn old delivery bags, letters, books, and paper scraps into unique creations. Perfect for crafts, gifts, or adding a personal touch.",DIY Kit,DIY handmade Upcycled paper-making Make-your-own recycled Eco-friendly Sustainable kit Reuse scrap paper into art
bff5842a-0bcf-4695-8bbc-b2bd5fc8f7ec,PB& J Cookie ,"Buy the PB & J Cookie - soft-baked peanut butter goodness with a gooey mixed-fruit jam center. Whimsical, nostalgic, and seriously satisfying. Like a childhood memory, only better on Toastd.","One cookie but it's enough. Decadent cookies that are the perfect kind of Thick, Gooey and Chewy. Completely Vegetarian and Preservative-Free.",Homegrown Brand|Yummy,Peanut Butter & Jam Dopamine Cookies PB&J treat Soft-baked filled Gooey soft-baked indulgence Peanut butter cookie with jam filling Nostalgic PB J flavor in form. (1 cookie)
1a089d22-5571-424c-9423-b588536d7fb3,Hivado Gift box,"Shop the Hivado Gift Box for Men – includes body wash, lotion, face wash, sunscreen & shampoo. A premium all-in-one care kit for head-to-toe grooming. Perfect gift for any occasion.","Whether it's a special occasion or a token of appreciation, this premium collection is a versatile and thoughtful present for every man in your life.",High Performing Hair Care|Premium Ingredients |Skincare,Gift Box Men’s grooming gift set body-face-hair combo pack Body Wash 250 ml Body Lotion Face Wash Sunscreen SPF 50+ Thick & Full Shampoo
0f0b62e1-cc76-47a0-a03d-b19b4c7181b4,"Zero Sugar Ginger Ale: Natural Ginger, Zero Guilt!","Buy zero-calorie Ginger Ale made with real ginger & kaffir lime. No sugar, only bold taste & zesty fizz. Refresh naturally - perfect solo or in cocktails.","Sober’s Zero Sugar Ginger Ale is India’s first zero-calorie ginger ale, made with real ginger and a punch of kaffir lime.",Alcohol Free|Shark Tank India|No Sugar,Natural sparkling zero-calorie ginger ale Real ginger extract soda Kaffir lime Carbonated ginger-lime soft drink Vegan and gluten-free soda No added sugar mixer for mocktails
91160bd4-d6c4-4864-8f0e-1207404b15fe,Ashwagandha Mint Herbal Tea - Focus,"Buy Ashwagandha Mint Herbal Tea—crafted with ashwagandha, mint, spearmint, lemongrass & lemon peel. This calming, energizing blend sharpens focus and soothes your senses. Herbal support, cup after cup.",1 sachet for hot brew and 2 - 4 sachets for cold brew And then Sip On Happiness!,Ayurveda|Vegan,Focus Adaptogenic herbal Ashwagandha Withania somnifera Mint Spearmint Lemongrass & Lemon Peel Stress-relieving herbal
e9350ebb-c3af-4d6d-82f6-beaea1b0a86f,The Brunch - CRED Only Fridays X Sober & Co,"Buy The Brunch by Sober & Co – a tropical trio of zero sugar, low-calorie mixers featuring Caribbean Punch, Goan Mule & Cuban Spritzer. Perfect with vodka for daytime sipping.","The Brunch – Sip Into Something Tropical. Perfect For Brunches, day drinks, poolside lounging, or whenever you need a little sunshine in a bottle.",Alcohol Free|Shark Tank India|No Sugar,The Brunch mixer trio CRED Only Fridays X Sober & Co Tropical mocktail mixer set Zero added sugar Low-calorie mixer selection Made with natural ingredients
6314a2c4-47d7-4ea1-b2e9-9415029510a8,EAR STUD - (MAGNETIC NON-PIERCED),"Buy Magnetic Non-Pierced Ear Stud by Grytt – crafted from recycled 316L stainless steel with rhodium vermeil & 5A CZ stone. A stylish, durable alternative to classic studs - perfect for everyday wear.","Discover sleek, magnetic studs that snap on with style - no holes needed.",Jewellery|Aesthetic,men jewellery gold grytt studs stud solitaire ear magnetic magnet mens
b0998141-c85d-442c-8162-6adb9968decd,Italian Full Grain Black Leather Belt,"Buy Italian Full Grain Black Leather Belt from Kozasko, featuring nubuck lining, Coats thread stitching & nickel-free buckle. Elegant, durable & perfect for all occasions.","Ideal for formal occasions, business meetings, or casual outings, these belts are versatile enough to complement any wardrobe. Whether paired with tailored suits, chinos, or denim.",Leather,Full-grain Men's black Italian leather belt for men with nubuck lining men's accessories fashion formal
2395c851-fb6d-4ed8-89f1-66876b2ba3f6,CAN'T STOP WONT STOP SIGN,"Buy Tetrapod by WeAreNotice – a handcrafted aluminum paperweight modeled after Mumbai’s iconic sealink tetrapods. A desk essential and subtle tribute to love, storytelling, and the city’s coastline.","They say stop. You say go.
We Notice you. The rebel. The outlier. The one who doesn’t conform.",Aesthetic|Homegrown Brand,"We are notice stop sign is Crafted from an original stop sign in premium aluminum, each limited-edition piece reflects light and attitude in equal measure. Bold. Fearless. Unapologetically you"
0ff94fc0-e2df-4e2f-b052-4c8399e17f6a,Dotted Mirror,"Shop Dotted Mirror – 18” round metal mirror with bold studded frame. Handmade in India, perfect for adding glam & drama to any space.","Why settle for ordinary when you can have a mirror that brings all the drama? The Dotted Mirror is here to steal the spotlight with its bold, playful studs framing a perfectly round reflection.",Made in India|Hand Made,Ball-Studded Round-Mirror Dotted Mirror Stud-Frame Glam metal bead detailing home decor interior
016316d6-fd68-4e0d-b13f-9df7bb994e28,Conscious Cards,"Buy Conscious Cards, a thoughtfully designed deck with prompts on love, gratitude, fear & more. Spark meaningful conversations, build self-awareness, and create deeper connections with yourself and others.",Conscious Cards is a thoughtfully designed deck that sparks meaningful conversations and self-reflection,Mind Games,cards life emotion wereflectlife we reflect life
2be1e0c2-d5d6-4503-95dc-525c7c4a07f9,Cute Pokémon Bird Rug,"Buy the Cute Pokémon Bird Rug crafted from 100% New Zealand wool. Hand-tufted with 4000 GSM cut-pile softness, it’s ultra-comfy, pet and child friendly—perfect for cozy, character-filled spaces.",Bring home the joy of your favorite pocket monster with this ultra-soft Pokémon-inspired rug.,Aesthetic|Pet Friendly|Rugs,"Cute Cartoon Pokemon Bird Cartoon character wool Kids’ room bird 100% New Zealand wool hand-tufted Cut-pile, premium wool Super soft, plush safe pets kids"
e94acd40-2b5b-4dd7-bb87-7dc312b94ac8,Elm Black Vegan Leather Backpack,"Elevate your everyday with the Green Hermitage Black Vegan Leather Backpack. Sleek, durable, and eco-friendly—this premium backpack offers ample space, modern style, and mindful luxury for work or travel.","Crafted with premium vegan leather, this backpack is designed to turn heads while carrying your world.",Vegan Leather,Black Noir Banana-Leather Eco-Friendly Black Minimalist Unisex-Vegan Sustainable Fashion Luxury Designer Vegan Leather Ethical Fashion Backpack
6b6455d7-5bc1-4e19-88b8-7db10488d485,OUD PLAYER: EAU DE PARFUM,"Buy Oud Player De Parfum for men – a powerful, magnetic scent that commands attention. With zesty bergamot, creamy vanilla, and smoky oud, own every moment and leave a lasting impression.",Designed for men who are unafraid to make power moves. Unleash the ‘player’ a fragrance that is as bold and magnetic as you.,Premium Ingredients |Women Owned,Eau de Parfum Ichor Oud Player men's perfume Bold magnetic oud fragrance for him Rose saffron cardamom black pepper fragrance
96c593ba-5c85-42d5-807f-ceab6ae3af6e,BMW M-Speed Rug,"Buy the M-Speed Rug featuring the iconic BMW M-Sports logo. Made from 100% New Zealand wool with 4000 GSM quality, hand-tufted in a soft cut-pile style. Perfect for auto enthusiasts—pet and child friendly!",This isn’t just a rug - it’s horsepower for your floor.,Aesthetic|Pet Friendly|Rugs,M-Sports BMW Motorsport M-stripe racing Hand-tufted New Zealand wool 4000 GSM plush cut-pile Super-soft pet kid-safe
e38c7eb2-4d5f-490b-8906-3875cbb8d69f,GodComplex Multivitamins Supplement - 60 Servings,"Buy GodComplex Multivitamins – crafted with methylated B-vitamins, chelated minerals & bioactive antioxidants for maximum absorption. 60 servings designed for cellular activation, energy & daily optimization.",More Than a Multivitamin. For highest absorption in body we've used the best form of Vitamins.,Indian Supplement Brand|Muscle Building,The Multivitamin That Trains With You.
d0f8adf8-c7b1-4136-88b5-d38fcbb62b86,XXXL Body & Face Wipes - 30 Wipes (10 x 3),"Buy XXXL Body & Face Wipes for full-body cleansing after workouts. 3X larger, cooling wipes with Aloe Vera, Menthol & Olive Oil. Alcohol-free & skin-safe.",The extra large post-workout wipes that pack a cooling sensation to cleanse sweat and debris from skin to refresh & re-energize. Powered by aloe-vera & menthol.,Smash Your Goals,XXXL Large Wet Wipes for Body & Face Extra-Large Cleansing On-the-Go Body Post-Workout Travel-Friendly Wet Hypoallergenic Body Aloe Vera Infused Menthol Cooling Olive Oil Enriched Wipes
5d6620bd-5e10-4594-b238-bfe05eda20e9,"Zero Sugar Ginger Ale: Natural Ginger, Zero Guilt!","Buy The Sundowner by Sober & Co. – a fiery, no-sugar trio of bold mixers: Spanish Margarita, Australian Sour & Mexican Mama. Perfect for sunsets, spirits & slow sips.","Introducing Sundowner - a bold trio of mixers crafted for those who sip with swagger (no sugar). Whether you're chasing sunsets or stealing the spotlight, these bottles bring the vibe.",Alcohol Free|Shark Tank India|No Sugar,Sundowner trio CRED Only Fridays collaboration Sundowner set Low-calorie cocktail Spanish Margarita Australian Sour Mexican Mama mixer
865da404-5e58-4f70-9634-de5d44b317e1,Fenna Sling Pack,"Meet Fenna: the ultimate do-it-all canvas bag. Handcrafted in India with waterproof lining, YKK zips, and 3-way wear—fanny pack, sling, or waist bag. Spacious, stylish, and built for everyday adventures.","Can be used as a fanny pack, crossbody sling or waist bag",Unisex,Fenna Versatile mini bag Urban lifestyle accessory Functional Compact mini Small Lightweight waist-bag
059839ff-b07a-49e3-ad50-6957959ac082,Diet Coke Can Hand Tuffed Rug,"Buy Diet Coke Can Rug made from 100% New Zealand Wool, hand-tufted with 4000 GSM quality. Available in 3x2ft, 4x2ft & 5x2.5ft sizes. Super soft, pet & child-friendly collectible decor.","Meet the rug that’s more pop culture than home decor. The Diet Cola Can Rug is a bold, nostalgic statement piece that turns your floor into a vibe.",Aesthetic|Pet Friendly|Rugs|Child Friendly,Diet Soda Pop Art Vintage Retro Handmade Hand-Tufted Cola New Zealand Wool Cut-Pile High GSM Kids-Room Living-Room Bedroom
1a60e9de-0a84-4bd6-b0da-760a873a2819,Spongebob Fire Rug,"Buy Spongebob Fire Rug by Just Rugs Co – a hand-tufted 100% New Zealand wool rug with 4000 GSM cut-pile craftsmanship. Playful, bold, and perfect for Nickelodeon fans who love Spongebob chaos at home.","Showcasing the beloved character engulfed in flames, this rug brings the mayhem and chaos of Spongebob's adventures to life.",Made in India|Rugs,"Perfect for fans of the iconic Nickelodeon series, this rug will add a playful and whimsical element to your home."
1a60e9de-0a84-4bd6-b0da-760a873a2819,Spongebob Fire Rug,"Buy Spongebob Fire Rug by Just Rugs Co – a hand-tufted 100% New Zealand wool rug with 4000 GSM cut-pile craftsmanship. Playful, bold, and perfect for Nickelodeon fans who love Spongebob chaos at home.","Showcasing the beloved character engulfed in flames, this rug brings the mayhem and chaos of Spongebob's adventures to life.",Made in India|Rugs,"Perfect for fans of the iconic Nickelodeon series, this rug will add a playful and whimsical element to your home."
ee394ac8-b41c-4bcc-8f68-81080e59ad02,Salacia - Black & Madder Red,"Buy the Green Hermitage Black Vegan Leather Backpack for a perfect mix of elegance and sustainability. Crafted from premium vegan leather, it’s spacious, durable, and ideal for daily use or travel.",Lightweight and sustainable bag making a statement. Roman Goddess of Saltwater or Female Divinity of the Sea.,Vegan Leather,Salacia Black & Madder Red Contrast panel eco Sustainable mini Cactus leather duffel Coconut leather bag Recycled-material zippers Hemp and lyocell lining
f328b771-bc4d-46c4-8c3c-46d6e49e5a75,Noa Sleeve Bag,"Noa is the go-getter’s perfect sleeve bag—designed for laptops and tablets in 13"", 15"", and 17"" sizes. With a detachable strap and quick-access design, it’s ideal for cafés, meetings, and bold ideas.","Whether you’re mid-air doing acrobatics or comfortably seated in a chair, it opens up real quick to get you access to your laptop in a jiffy.",Made in India|Unisex|Hand Made,Noa laptop Piet Mondrian color-block Art-inspired canvas device sleeve Vector laptop sleeve sling strap iPad tablet compatible Slim uni-size Multi-device
b1562bc5-5464-4aa2-a5a0-27460ea27fd9,PICKLEBALL RACKET SLING - Grey,"Buy Pickleball Racket Sling in Grey by No More. Made from 60% upcycled materials, this eco-friendly paddle sling features a detachable strap & front pocket for essentials. Stay light, stay ready.","Designed to fit your paddle perfectly, this versatile sling doubles as a sleek sleeve or a handsfree carry, all thanks to a detachable strap. With a front pocket for your keys, wallet, or a post-match snack, it’s the easiest way to stay light and game-ready.",Pickleball|Recycled Materials,Racket sling paddle sleeve sling bag accessory gear equipment storage organization holder
b80dcf04-a5fb-4f26-95ba-3068fd8e10bf,HOBO40 Functional Travel Backpack (40L),"Buy Carrypro HOBO40 Backpack – a 40L functional travel bag with ergonomic design, laptop compartment, raincover & secret pockets. Water-repellent, airline carry-on approved & built for city commutes or mountain adventures.","A backpack that could move through worlds, from city to mountain and beyond.  One of our favorite all-rounders of all time. Durable and refined in materials. And ultra-versatile in use. It’ll serve you well.",Made in India|Warranty,carrypro backpack bag travel weekend carry mountain
363111a0-34c3-45f1-8d19-b9532bcde007,Table Lamp Niza (Made to Order),"Buy Niza Table Lamp by UNIT-01 LABS – crafted from lightweight, eco-friendly PLA. Features a smooth finish, three-color LED bulb, and exclusive design to elevate your décor.","Introducing the Niza Table Lamp, a sophisticated addition to any space. Crafted with two interlocking pieces, this small lamp exudes elegance and luxury. ",3-D Printed,Illuminate your room with style and create an exclusive ambiance. Elevate your décor with this piece of art.
964d82c9-1b63-421c-929d-3d7570d96779,Hivado Thick and Full Shampoo,"Get fuller, thicker hair with the Hivado Thick Full Duo – a powerful hair care combo designed to boost volume, strengthen strands, and reduce hair fall. Ideal for daily use and all hair types. Shop now at Toastd.in for confident, healthy hair.",Its time men upgraded their beauty game. ,High Performing Hair Care|Premium Ingredients ,Men's hair care set Thick-full Amino-acid Volume boosting shampoo conditioner Anti-frizz volumizing hair-duo Lightweight amino-acid hair care
5a6c5d23-a96d-4b49-9071-5a46ded24594,Supreme High Low Logo Rug,"Buy Supreme High Low Logo Rug by Drip Co – Made from 100% New Zealand Wool with 4000 GSM quality, hand-tufted with cut & loop pile. Super soft, child-friendly, and perfect for bold interiors.","A hand-tufted wool rug featuring the iconic Supreme logo with high-low pile texture - durable, plush, and perfect for underfoot flex.",Aesthetic|Pet Friendly|Rugs|Child Friendly,Supreme Sup High-Low  runner logo rug pile Hand-tufted 100% New Zealand wool rug 4000 GSM plush runner Cut-pile and loop-pile texture contrast Super-soft luxury craftsmanship
